URL,TIPO DE ENTIDAD,IDENTIFICADOR,TÍTULO,DESCRIPCIÓN,TEMÁTICAS,ETIQUETAS,FECHA DE CREACIÓN,FECHA DE ÚLTIMA MODIFICACIÓN,FRECUENCIA DE ACTUALIZACIÓN,IDIOMAS,ÓRGANO PUBLICADOR,CONDICIONES DE USO,COBERTURA GEOGRÁFICA,COBERTURA TEMPORAL,VIGENCIA DEL RECURSO,RECURSOS RELACIONADOS,NORMATIVA,DISTRIBUCIONES,URL DE ACCESO
https://datos.gob.es/catalogo/ea0028512-estadistica-de-los-declarantes-de-irpf-por-municipios-edm,dataset,https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Estadistica_de_los_declarantes_del_IRPF_por_municipios.shtml,[es]Estadística de los declarantes de IRPF por municipios (EDM),"[es]Esta estadística ofrece una perspectiva integral de la renta personal bruta, es decir antes de reducciones, mínimos y gastos deducibles, de los declarantes en el IRPF.  También incluye una estimación de la renta disponible, determinada una vez que se descuenta de la renta bruta la cuota líquida del impuesto, así como las cotizaciones sociales y los derechos pasivos del trabajador consignados en la declaración.  Para elaborar esta estadística se utilizan como fuentes informativas los modelos 100 de declaración anual del IRPF y 190 de resumen anual de retenciones e ingresos a cuenta.  Los resultados se muestran agrupados por partidas y a nivel nacional, de Comunidad Autónoma o de municipio de más de 1.000 habitantes.  La estadística comienza con la publicación de los resultados relativos al ejercicio 2013.",Hacienda,[es]Agua//Cultura//Divisiones territoriales//Espacios Naturales//Fauna//Flora//IRPF//La Rioja//Municipios//renta//Salud,2016-07-20T00:00:00+0200,2025-10-01T00:00:00+0200,[TYPE]http://www.w3.org/2006/time#years[VALUE]1,http://publications.europa.eu/resource/authority/language/SPA,Agencia Estatal de Administración Tributaria,https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/condiciones-reutilizacion.html,Andalucía//Aragón//Principado de Asturias//Illes Balears//Canarias//Cantabria//Castilla y León//Cataluña//Comunitat Valenciana//Extremadura//Galicia//Comunidad de Madrid//Región de Murcia//La Rioja//Ceuta//Melilla,2014-12-31T00:00:00+0100-2023-12-31T00:00:00+0100,2026-10-02T00:00:00+0200,https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Estadistica_del_IRPF_por_codigo_postal.shtml,,[TITLE_es]Metodología[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/estadisticas/estadisticas-impuesto/estadistica-declarantes-irpf-municipios/metodologia.html[MEDIA_TYPE]XHTML//[TITLE_es]Estadística 2023[ACCESS_URL]https://sede.agenciatributaria.gob.es/AEAT/Contenidos_Comunes/La_Agencia_Tributaria/Estadisticas/Publicaciones/sites/irpfmunicipios/2023/home.html[MEDIA_TYPE]XHTML[RELATION]https://sede.agenciatributaria.gob.es/static_files/Sede/Tema/Estadisticas/Estadisticas_impuesto/Irpf_patrimonio/Irpfmunicipios/Documentacion/Nota_presentacion_IRPFM_2013.pdf;https://sede.agenciatributaria.gob.es/AEAT/Contenidos_Comunes/La_Agencia_Tributaria/Estadisticas/Publicaciones/sites/irpfmunicipios/2018/docf43e2d110d6e9743d50da02defabfd3c3b6793897.html//[TITLE_es]Estadística (todos los ejercicios)[ACCESS_URL]https://sede.agenciatributaria.gob.es/Sede/datosabiertos/catalogo/hacienda/Estadistica_de_los_declarantes_del_IRPF_por_municipios.shtml[MEDIA_TYPE]XHTML[RELATION]https://sede.agenciatributaria.gob.es/static_files/Sede/Tema/Estadisticas/Estadisticas_impuesto/Irpf_patrimonio/Irpfmunicipios/Documentacion/Nota_presentacion_IRPFM_2013.pdf;https://sede.agenciatributaria.gob.es/AEAT/Contenidos_Comunes/La_Agencia_Tributaria/Estadisticas/Publicaciones/sites/irpfmunicipios/2018/docf43e2d110d6e9743d50da02defabfd3c3b6793897.html//[TITLE_es]Datos estadísticos base 2023[ACCESS_URL]https://sede.agenciatributaria.gob.es/AEAT/Contenidos_Comunes/La_Agencia_Tributaria/Estadisticas/Publicaciones/sites/irpfmunicipios_ccaa/2023/home.html[MEDIA_TYPE]XHTML,
